DurationNormal CycleNormal IdleTimeNormal ZeroCountNormal Verdict
0.0216 0.37892 0.00983 0.0 0
0.006690000000000001 0.77778 0.00492 0.125 0
0.0213 0.77493 0.00978 0.125 0
0.053 0.96011 0.00492 0.25 0
0.0872 0.59259 0.0049299999999999995 0.125 0
0.061560000000000004 0.87179 0.0049 0.125 0
0.0943 0.04843 0.00252 0.0 0
0.07906 0.45298999999999995 0.00492 0.125 0
0.0147 0.80342 0.00491 0.25 0
0.07906 0.25640999999999997 0.00491 0.375 0
0.02962 0.25356 0.00492 0.25 0
0.01432 0.54701 0.01475 0.25 0
0.0017800000000000001 0.5128199999999999 0.00492 0.125 0
0.07159 0.47578000000000004 0.00491 0.25 1
0.07906 0.27066 0.00492 0.125 0
0.02292 0.2963 0.0015300000000000001 0.125 0
0.00264 0.78632 0.00491 0.125 0
0.02292 0.23362 0.00495 0.125 0
0.04349 0.11110999999999999 0.00491 0.125 0
0.0872 0.49573 0.00491 0.125 0
0.0017800000000000001 0.9430200000000001 0.00492 0.125 0
0.031580000000000004 0.19658 0.00492 0.125 0
0.09418 0.36467 0.00491 0.125 0
0.013919999999999998 0.98006 0.00492 0.125 0
0.04349 0.17949 0.00492 0.125 0
0.02599 0.18803 0.00963 0.125 0
0.030789999999999998 0.45869 0.00492 0.125 0
0.0943 0.03134 0.00374 0.125 0
0.08656 0.97721 0.00489 0.125 0
0.02292 0.67806 0.00101 0.125 1
0.0085 0.37322 0.00524 0.125 0
0.05985 0.7521399999999999 2e-05 0.125 1
0.08018 0.13675 0.00491 0.125 0
0.06704 0.7350399999999999 0.00983 0.0 0
0.00869 0.20513 0.00492 0.0 0
0.01286 0.7350399999999999 0.00983 0.25 0
0.0017800000000000001 0.25640999999999997 0.00491 0.375 0
0.07737000000000001 0.38177 0.00491 0.25 0
0.09418 0.18519000000000002 0.00488 0.375 0
0.04337 0.38461999999999996 0.0049299999999999995 0.375 0
0.05985 0.93732 0.00018999999999999998 0.5 1
0.0843 0.1567 0.00483 0.375 0
0.06704 0.96296 0.00492 0.375 0
0.08018 0.03419 0.00492 0.25 0
0.00285 0.70085 0.00489 0.375 0
0.09057 0.68661 0.00504 0.25 0
0.013919999999999998 0.87179 0.0049 0.5 0
0.08017 0.34758 0.00491 0.25 0
0.05484 0.8433 0.00265 0.25 0
0.07375 0.74644 0.00469 0.25 1
0.07906 0.53276 0.00491 0.25 0
0.04529 0.5441600000000001 0.00022999999999999998 0.25 0
0.08695 0.5698 0.0049700000000000005 0.25 0
0.0192 0.9458700000000001 0.00492 0.25 0
0.0943 0.29345 0.00339 0.25 0
0.053 0.62963 0.00156 0.25 1
0.04337 0.65242 0.0050100000000000006 0.25 0
0.03038 0.47008999999999995 0.00491 0.25 0
0.09719 0.10826 0.00491 0.25 0
0.05212000000000001 0.35328000000000004 0.00525 0.25 0
0.08017 0.18803 0.00491 0.25 0
0.08018 0.22791999999999998 0.00491 0.25 0
0.07737000000000001 0.91453 0.00981 0.25 0
0.0968 0.89459 0.00491 0.5 0
0.022330000000000003 0.26781 0.00491 0.125 0
0.022330000000000003 0.16239 0.00491 0.375 0
0.0147 0.2963 0.0015300000000000001 0.5 0
0.0213 0.6353300000000001 0.00045 0.5 1
0.0872 0.78632 0.00491 0.625 0
0.039310000000000005 0.63248 0.00042 0.5 0
0.04349 0.6438699999999999 0.00481 0.5 0
0.07375 0.7265 0.00491 0.375 0
0.08555 0.89174 0.00494 0.5 0
0.022330000000000003 0.6894600000000001 0.00479 0.375 0
0.030789999999999998 0.21083000000000002 0.00491 0.625 0
0.028460000000000003 0.71225 0.00787 0.625 0
0.037110000000000004 0.31054 0.00491 0.375 0
0.07906 0.72934 0.00491 0.375 0
0.06551 0.69231 0.00809 0.375 0
0.05212000000000001 0.17094 0.0049 0.375 0
0.01286 0.5128199999999999 0.00492 0.375 0
0.07375 0.21652 0.00491 0.375 0
0.058629999999999995 0.21083000000000002 0.00491 0.375 0
0.0147 0.52137 0.0049299999999999995 0.375 1
0.0085 0.33903 0.00492 0.375 0
0.06704 0.18519000000000002 0.00969 0.375 0
0.07737000000000001 0.70085 0.00216 0.375 0
0.08555 0.35043 0.00491 0.375 1
0.08018 0.25356 0.00491 0.375 0
0.081 0.7208 0.00494 0.375 0
0.03038 0.62678 0.0014199999999999998 0.375 1
0.00869 0.65527 0.00463 0.625 1
0.07375 0.84046 0.00492 0.25 0
0.08642999999999999 0.14815 0.00509 0.625 0
0.08828 0.9202299999999999 0.00492 0.75 0
0.09719 0.9658100000000001 0.0049 0.625 0
0.08017 0.056979999999999996 0.00491 0.625 0
0.09057 0.6723600000000001 0.00112 0.5 1
0.06551 0.71795 0.0049 0.625 0
0.0 0.43875 0.0049 0.5 0
0.08642999999999999 0.57265 0.00494 0.75 0
0.07091 0.20513 0.00492 0.75 0
0.030789999999999998 0.39031 0.00492 0.5 0
0.08695 0.39316 0.00492 0.5 0
0.028460000000000003 0.34188 0.00491 0.5 0
0.09057 0.82621 0.00492 0.5 0
0.01205 0.47293 0.00491 0.5 1
0.08555 0.74644 0.00472 0.5 1
0.06704 0.2735 0.00494 0.5 0
0.03199 0.84615 0.0049299999999999995 0.5 0
0.01205 0.72934 0.00491 0.5 0
0.00541 0.63248 0.00029 0.5 1
0.08324 0.52991 0.0049 0.5 0
0.00264 0.5868899999999999 0.00886 0.5 0
0.0968 0.5584 0.00491 0.5 0
0.06707 0.82621 0.00492 0.5 0
0.00869 0.8205100000000001 0.00491 0.5 0
0.06707 0.39886 0.00491 0.75 0
0.028460000000000003 0.35043 0.00491 0.25 1
0.08567000000000001 0.30199000000000004 0.00492 0.75 0
0.01432 0.62393 0.00865 0.875 0
0.09057 0.47008999999999995 0.00491 0.75 1
0.04833 0.84615 0.0049299999999999995 0.75 0
0.028460000000000003 0.16809000000000002 0.00403 0.625 0
0.08018 0.15954000000000002 0.00491 0.75 0
0.02599 0.69801 0.00492 0.625 0
0.00541 0.41026 0.00492 0.875 0
0.0213 0.17664000000000002 0.0049 0.875 0
0.08656 0.62678 0.00141 0.625 1
0.039310000000000005 0.8433 0.00227 0.625 0
0.04349 0.20798000000000003 0.00491 0.625 0
0.053 0.80342 0.00491 0.625 0
0.02599 0.9430200000000001 0.00489 0.625 0
0.01605 0.76068 0.00491 0.625 1
0.07375 0.9259299999999999 0.0047 0.625 1
0.018119999999999997 0.87179 0.0049 0.625 0
0.08017 0.43305 0.009859999999999999 0.625 0
0.08642999999999999 0.27066 0.00491 0.625 0
0.07906 0.8376100000000001 0.0018 0.625 0
0.01286 0.31054 0.00491 0.625 0
0.058629999999999995 0.65527 0.00466 0.625 1
0.0665 0.39031 0.00489 0.625 0
0.06437000000000001 0.95442 0.014730000000000002 0.625 0
0.0968 0.8347600000000001 0.00784 0.875 0
0.05484 0.84046 0.00491 0.375 0
0.07159 0.19943 0.00491 0.875 0
0.05212000000000001 0.6068399999999999 0.01475 0.875 0
0.028460000000000003 0.40456 0.00491 0.875 0
0.01907 0.93732 0.00106 0.875 0
0.09057 0.13105 0.00491 0.75 0
0.08639 0.9458700000000001 0.00491 0.875 0
0.030789999999999998 0.01425 0.00491 0.75 0
0.06707 0.67806 0.00057 1.0 1
0.0073 0.63248 0.0039 1.0 1
0.01998 0.62393 0.00022999999999999998 0.75 0
0.07159 0.66382 0.00098 0.75 1
0.039310000000000005 0.26211 0.00491 0.75 0
0.0872 0.61538 0.00491 0.75 0
0.02962 0.56695 0.00492 0.75 0
0.039310000000000005 0.13675 0.00491 0.75 0
0.08555 0.60969 0.00491 0.75 1
0.028460000000000003 0.74074 0.00492 0.75 0
0.0872 0.53846 0.00491 0.75 0
0.0147 0.27066 0.00491 0.75 0
0.07091 0.62108 0.00494 0.75 1
0.07737000000000001 0.7265 0.00491 0.75 0
0.08567000000000001 0.90028 0.00491 0.75 0
0.07325 0.31624 0.0049 0.75 0
0.01205 0.45014 0.00492 0.75 0
0.00285 0.28775 0.0047 1.0 1
0.0943 0.65527 0.0050100000000000006 0.375 1
0.01286 0.2735 0.00494 0.375 0
0.0 0.21368 0.00491 0.375 0
0.00285 0.9230799999999999 0.00491 0.375 0
0.08695 0.66382 0.00098 0.375 1
0.028460000000000003 0.21652 0.00492 0.375 0
0.01605 0.25926 0.00492 1.0 0
0.031580000000000004 0.26781 0.00492 0.875 0
0.0665 0.17379 0.00494 1.0 0
0.06437000000000001 0.38177 0.00492 1.0 0
0.0 0.05413 0.00491 0.875 0
0.04349 0.5641 0.00983 1.0 0
0.0147 0.5128199999999999 0.00492 0.875 0
0.04833 0.63818 0.00489 1.0 1
0.08609 0.7151 0.00193 1.0 0
0.04337 0.96296 0.0049299999999999995 0.875 0
0.058629999999999995 0.17949 0.00492 0.875 0
0.0843 0.4359 0.00992 0.875 0
0.04337 0.79772 0.00492 0.875 0
0.00541 0.64672 0.0049700000000000005 0.875 1
0.0872 0.33903 0.00491 0.875 0
0.08324 0.14245 0.00483 0.875 0
0.04337 0.27635 0.00457 0.875 1
0.081 0.67806 0.00045999999999999996 0.875 1
0.03648 0.5812 0.00492 0.875 0
0.08828 0.49858 0.00495 0.875 0
0.013919999999999998 0.28775 0.00468 0.875 1
0.07375 0.64957 0.00485 0.875 1
0.04902 0.26781 0.00491 0.875 0
0.037110000000000004 0.36182 0.0049 0.875 0
0.0213 0.71225 0.00787 1.0 0
0.07325 0.7350399999999999 0.00983 0.375 0
0.10464000000000001 0.9458700000000001 0.00492 0.875 0
0.039310000000000005 0.55271 0.00492 1.0 0
0.06704 0.99145 0.00491 1.0 0
0.01907 0.20513 0.00492 1.0 0
0.022330000000000003 0.2735 0.00491 1.0 0
0.08642999999999999 0.87464 0.00491 1.0 0
0.05985 0.88034 2.9999999999999997e-05 1.0 1
0.08639 0.52422 0.00491 1.0 0
0.058629999999999995 0.9202299999999999 0.00492 1.0 0
0.0216 0.12251 0.014740000000000001 1.0 0
0.04833 0.59829 0.014730000000000002 1.0 0
0.031580000000000004 0.6752100000000001 0.00093 1.0 0
0.06707 0.77778 0.00492 1.0 0
0.053 0.61538 0.00491 1.0 0
0.08324 0.67806 0.00045999999999999996 1.0 1
0.01286 0.5868899999999999 0.00886 1.0 0
0.03199 0.18519000000000002 0.00967 1.0 0
0.0943 0.0114 0.00491 1.0 0
0.058629999999999995 0.81766 0.00491 1.0 0
0.08828 0.76923 0.0049700000000000005 1.0 0
0.02292 0.35613 0.00491 1.0 0
0.07906 0.38461999999999996 0.00494 0.375 0
0.039310000000000005 0.91453 0.00982 1.0 0
0.08828 0.04843 0.00491 0.875 0
0.02599 0.9259299999999999 0.00458 1.0 1
0.013919999999999998 0.72934 0.00491 1.0 0
0.07737000000000001 0.67806 0.00278 0.875 1
0.08695 0.6353300000000001 0.00045 1.0 1
0.02599 0.57835 0.00491 1.0 0
0.05212000000000001 0.07123 0.00491 1.0 0
0.09418 0.91453 0.00982 1.0 0
0.022330000000000003 0.45298999999999995 0.00491 1.0 0
0.08639 0.50712 0.0049700000000000005 1.0 0
0.09719 0.80912 0.00486 1.0 0
0.01172 0.27635 0.00485 1.0 1
0.02962 0.86895 0.00491 1.0 0
0.04902 0.6752100000000001 0.0022 1.0 0
0.03648 0.6353300000000001 0.00044 1.0 1
0.07993 0.10826 0.0028899999999999998 1.0 0
0.09418 0.75783 0.00491 1.0 0
0.0192 0.9088299999999999 0.00492 1.0 0
0.04902 0.62678 0.00123 1.0 0
0.08555 0.6182300000000001 0.0047799999999999995 1.0 1
0.06707 0.52991 0.0049 1.0 0
0.06437000000000001 0.69516 0.00139 1.0 0
0.05985 0.76068 1e-05 1.0 1
0.01432 0.8347600000000001 0.01288 1.0 0
0.01908 0.16239 0.00492 0.375 0
0.07375 0.6581199999999999 0.0001 0.0 1
0.006690000000000001 0.9686600000000001 0.00492 1.0 0
0.08642999999999999 0.64957 0.00496 0.0 1
0.0017800000000000001 0.09117 0.0017100000000000001 0.0 0
0.0968 0.52991 0.00491 0.0 0
0.08017 0.4416 0.00468 1.0 0
0.08639 0.50997 0.00491 0.875 0
0.0073 0.20513 0.0049 1.0 0
0.06437000000000001 0.45869 0.00492 1.0 0
0.058629999999999995 0.35043 0.00491 0.875 1
0.06437000000000001 0.5868899999999999 0.00886 1.0 0
0.02292 0.40456 0.00491 1.0 0
0.006690000000000001 0.49288000000000004 0.00491 1.0 0
0.0665 0.21083000000000002 0.00492 1.0 0
0.01907 0.22791999999999998 0.00491 1.0 0
0.031580000000000004 0.40456 0.0049 1.0 0
0.03199 0.2963 0.0015300000000000001 1.0 0
0.0147 0.80057 0.00492 1.0 0
0.07906 0.62678 0.00321 1.0 1
0.06551 0.64957 0.00485 1.0 1
0.08609 0.67806 0.00022 1.0 1
0.04833 0.11395999999999999 0.00157 1.0 0
0.04529 0.75783 0.00491 1.0 0
0.08567000000000001 0.21936999999999998 0.00492 1.0 0
0.04833 0.71225 0.00788 1.0 0
0.028460000000000003 0.25640999999999997 0.00491 1.0 0
0.0213 0.40456 0.0049 1.0 0
0.08324 0.82621 0.00492 1.0 0
0.01998 0.74074 0.00491 1.0 0
0.05985 0.87464 0.0005 1.0 1
0.06704 1.0 0.00491 0.375 0
0.0147 0.68376 0.0016600000000000002 0.0 0
0.07375 0.77778 0.00492 0.0 0
0.08555 0.62393 0.00352 0.0 1
0.08555 0.34188 0.00491 0.875 0
0.018119999999999997 0.85755 0.00982 1.0 0
0.07375 0.66382 0.00098 0.875 1
0.08018 0.96296 0.0020399999999999997 1.0 0
0.0073 0.51852 0.00491 1.0 0
0.08018 0.95726 0.00491 0.875 0
0.01908 0.63248 0.0003 1.0 1
0.0 0.04558 0.00491 1.0 0
0.09719 0.6752100000000001 0.0007700000000000001 1.0 0
0.030789999999999998 0.9686600000000001 0.00491 1.0 0
0.00285 0.02279 0.00321 1.0 0
0.01432 0.74359 0.00491 1.0 0
0.03038 0.40171 0.00492 1.0 0
0.09057 0.23931999999999998 0.00491 1.0 1
0.06704 0.12536 0.00487 1.0 0
0.00285 0.33903 0.00491 1.0 0
0.10029 1.0 5.9999999999999995e-05 1.0 0
0.031580000000000004 0.6723600000000001 0.00826 1.0 1
0.04337 0.81197 0.00773 1.0 0
0.04349 0.7037 0.00491 1.0 0
0.028460000000000003 0.24500999999999998 0.00335 1.0 0
0.0017800000000000001 0.53276 0.00491 1.0 0
0.04833 0.93732 0.00106 1.0 0
0.09417 0.07407000000000001 0.00491 1.0 0
0.0017800000000000001 0.76353 0.00491 1.0 0
0.06704 0.71225 0.00787 1.0 0
0.03038 0.52991 0.0049 0.375 0
0.09385 0.76923 0.00496 0.125 0
0.09417 0.62393 0.00352 0.125 1
0.0017800000000000001 0.19372999999999999 0.00491 0.875 0
0.0665 0.64103 0.00498 1.0 0
0.01908 0.31054 0.00491 0.875 0
0.00869 0.08262 0.00492 1.0 0
0.0665 0.52137 0.00494 1.0 0
0.037110000000000004 0.96011 0.00491 0.875 0
0.04349 0.81481 0.00206 1.0 0
0.0192 0.80912 0.00498 1.0 0
0.037110000000000004 0.77493 0.00492 1.0 0
0.00285 0.27635 0.00489 1.0 1
0.09719 0.34188 0.00491 1.0 0
