DurationNormal CycleNormal IdleTimeNormal ZeroCountNormal Verdict
0.06261 0.5674 0.02537 0.0 0
0.061860000000000005 0.56113 0.01549 0.0 1
0.07884 0.21944 0.0 0.0 1
0.06372 0.76489 0.46606000000000003 0.0 0
0.06398 0.34169 0.12287000000000001 0.0 1
0.06118 0.01254 0.0 0.0 0
0.67099 0.85893 2.9999999999999997e-05 0.0 1
0.06087000000000001 0.05016 0.09418 0.0 0
0.0617 0.2069 0.02534 0.0 0
0.059539999999999996 0.55486 0.03431 0.0 0
0.06277 0.22884000000000002 0.03897 0.0 0
0.06364 0.05329 0.1029 0.0 0
0.06361 0.01254 0.0 0.0 1
0.0805 0.58621 2.9999999999999997e-05 0.0 0
0.06401 0.82132 2e-05 0.0 0
0.75184 0.53918 4e-05 0.0 1
0.061860000000000005 0.88715 2e-05 0.0 0
0.06632 0.56113 0.0155 0.0 0
0.0805 0.7084600000000001 0.10317 0.0 0
0.06299 0.76489 0.48491000000000006 0.0 0
0.06245 0.40125 0.1094 0.0 1
0.12055999999999999 0.9529799999999999 7e-05 0.0 1
0.06362000000000001 0.19435999999999998 0.2742 0.0 0
0.06418 0.30408 0.03355 0.0 0
0.06118 0.34169 0.12299000000000002 0.0 0
0.06261 0.67398 4e-05 0.0 0
0.06377000000000001 0.82132 0.27026999999999995 0.0 0
0.70823 0.46082 0.0 0.0 0
0.06135 0.0 0.0 0.0 0
0.06268 0.52351 0.02545 0.0 1
0.6611199999999999 0.62069 1e-05 0.0 0
0.06245 0.56113 0.01549 0.0 0
0.06092 0.56113 0.01549 0.0 0
0.12155999999999999 0.7774300000000001 2.9999999999999997e-05 0.0 1
0.06997 0.01567 0.0 0.0 0
0.06319 0.30094 0.02962 0.0 0
0.08678999999999999 0.21003000000000002 0.0 0.0 0
0.0624 0.82132 0.27348 0.0 1
0.061279999999999994 0.22571 0.059620000000000006 0.0 0
0.69163 0.7084600000000001 0.01491 0.0 0
0.07572999999999999 0.8808799999999999 0.76523 0.0 0
0.061860000000000005 0.56113 0.01549 0.0 0
0.06115 0.82445 0.00468 0.0 0
0.06175 0.53292 0.00915 0.0 0
0.11431 0.9529799999999999 7e-05 0.0 0
0.06556000000000001 0.55486 0.0343 0.0 0
0.062270000000000006 0.30408 0.03281 0.0 0
0.13423 0.7774300000000001 1e-05 0.0 1
0.06201 0.32602 0.00011999999999999999 0.0 0
0.69472 0.60188 2e-05 0.0 1
0.0511 0.95925 0.013819999999999999 0.0 0
0.06291000000000001 0.17868 0.0538 0.0 0
0.08431 0.78056 0.24620999999999998 0.0 0
0.7004100000000001 0.59248 0.01047 0.0 1
0.06645 0.50784 0.48101000000000005 0.0 0
0.08023999999999999 0.8526600000000001 5.9999999999999995e-05 0.0 1
0.0786 0.87461 0.51557 0.0 0
0.11715 0.42633000000000004 0.46585 0.0 0
0.06546 0.50784 0.48101000000000005 0.0 0
0.11674000000000001 0.7774300000000001 1e-05 0.0 1
0.06598 0.0094 1e-05 0.0 0
0.06652999999999999 0.74922 0.00927 0.0 0
0.06217 0.52351 0.02544 0.0 1
0.061689999999999995 0.28526999999999997 0.16659000000000002 0.0 0
0.06387000000000001 0.30408 0.00464 0.0 1
0.08094 0.82445 5e-05 0.0 1
0.70349 0.7774300000000001 0.33376999999999996 0.0 1
0.06537000000000001 0.28526999999999997 0.16178 0.0 0
0.061520000000000005 0.76176 0.19638 0.0 0
0.062110000000000005 0.17868 0.0407 0.0 0
0.06446 0.55486 0.0343 0.0 0
0.06631000000000001 0.056429999999999994 0.10934 0.0 0
0.07983 0.47648999999999997 0.00309 0.0 1
0.06121 0.55486 0.0343 0.0 0
0.06164 0.8275899999999999 0.00854 0.0 0
0.061829999999999996 0.85893 0.0142 0.0 0
0.060820000000000006 0.82132 0.26982 0.0 0
0.06258999999999999 0.1442 0.3777 0.0 0
0.06235 0.17868 0.0491 0.0 0
0.06925 0.88715 0.06903 0.0 1
0.06385 0.52351 0.00143 0.0 0
0.06255 0.55486 0.0343 0.0 0
0.05865 0.76489 0.46606000000000003 0.0 0
0.06527000000000001 0.28526999999999997 0.16659000000000002 0.0 0
0.12044 0.7774300000000001 0.4675 0.0 1
0.11325 0.7774300000000001 1e-05 0.0 1
0.06334 0.56113 0.0155 0.0 0
0.06557 0.53292 0.00915 0.0 0
0.07821 0.44514 0.00307 0.0 1
0.061689999999999995 0.53292 0.00915 0.0 0
0.06229 0.82132 0.27108000000000004 0.0 0
0.06072 0.85893 0.01905 0.0 0
0.06225 0.28526999999999997 0.16178 0.0 0
0.07956 0.7742899999999999 0.24029 0.0 1
0.06272 0.56113 0.0155 0.0 0
0.06159 0.30408 0.03355 0.0 0
0.06352000000000001 0.05329 0.1029 0.0 0
0.06772 0.56113 0.01549 0.0 0
0.06242999999999999 0.82132 0.27348 0.0 1
0.06201 0.85893 0.01905 0.0 0
0.10912000000000001 0.42946999999999996 0.32489 0.0 0
0.08807000000000001 0.84639 0.24084 0.0 1
0.08319 0.7116 0.6066600000000001 0.0 0
0.06377000000000001 0.05329 0.00492 0.0 0
0.04701 0.43887 0.06308 0.0 0
0.06135 0.29467 0.01018 0.0 1
0.65975 0.82132 0.24522 0.0 0
0.06245 0.31975 0.05338 0.0 0
0.08975 0.53918 2.9999999999999997e-05 0.0 1
0.06235 0.19435999999999998 0.2742 0.0 0
0.060770000000000005 0.19435999999999998 0.2742 0.0 0
0.06088 0.31975 0.06906 0.0 1
0.06104 0.15047 0.00352 0.0 0
0.06377000000000001 0.55486 0.03431 0.0 0
0.06092 0.57367 0.01885 0.0 0
0.06557 0.19435999999999998 0.2742 0.0 0
0.13627 0.39812 4e-05 0.0 1
0.06348 0.01567 0.0 0.0 0
0.060129999999999996 0.28213 0.16175 0.0 0
0.062220000000000004 0.53918 2.9999999999999997e-05 0.0 1
0.061720000000000004 0.28213 0.16175 0.0 0
0.04238 0.86834 0.26511 0.0 0
0.06272 0.01254 0.0 0.0 1
0.06513 0.84326 0.02865 0.0 1
0.062189999999999995 0.01567 0.0 0.0 0
0.06192 0.8652 0.015319999999999999 0.0 0
0.06147999999999999 0.50784 0.48100000000000004 0.0 0
0.06337000000000001 0.09717999999999999 0.09928 0.0 0
0.08408 0.53918 4e-05 0.0 1
0.0826 0.48589 0.013999999999999999 0.0 0
0.0629 0.50784 0.24095 0.0 0
0.06375 0.17868 0.054560000000000004 0.0 0
0.06293 0.28213 0.16174000000000002 0.0 0
0.12055999999999999 0.9529799999999999 0.00016 0.0 1
0.0 0.43887 0.00035 0.0 1
0.11427000000000001 0.7774300000000001 1e-05 0.0 1
0.08637 0.78683 0.5984 0.0 0
0.11534000000000001 0.42946999999999996 0.49137 0.0 0
0.06337000000000001 0.14107 0.26985 0.0 0
0.0618 0.05016 0.09797 0.0 0
0.060129999999999996 0.67085 0.15545 0.0 1
0.061070000000000006 0.14107 0.26985 0.0 0
0.68534 0.8275899999999999 0.21081999999999998 0.0 0
0.061579999999999996 0.14107 0.26985 0.0 0
0.08204 0.90909 0.07295 0.0 0
0.06164 0.55486 0.29615 0.0 0
0.11500999999999999 0.7774300000000001 5e-05 0.0 0
0.060129999999999996 0.67085 2.9999999999999997e-05 0.0 1
0.06221 0.84639 0.24525 0.0 0
